DisplayMFL,DisplayFacilityName,DisplaySubcounty,DisplayCounty,DisplayMechanism,DisplayAgency,UploadStatus,UploadDate,Upload_monthYear,SiteCode,MPI_SiteCode,UploadDate_MPI,Upload_monthYear_MPI
14179,Nandi Hills District Hospital,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,14179,NULL,NULL,NULL
14179,Nandi Hills District Hospital,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/07/2021,Jun-21,14179,NULL,NULL,NULL
14179,Nandi Hills District Hospital,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/07/2020,Dec-20,14179,NULL,NULL,NULL
14179,Nandi Hills District Hospital,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/03/2021,Mar-21,14179,NULL,NULL,NULL
14179,Nandi Hills District Hospital,Nandi Hills,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/03/2020,Oct-20,14179,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/06/2020,Aug-20,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/07/2021,May-21,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/06/2020,Oct-20,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/28/2020,Jul-20,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/10/2020,Nov-20,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/04/2021,Feb-21,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/08/2021,Jun-21,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/12/2021,Apr-21,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/24/2021,Mar-21,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,14203,NULL,NULL,NULL
14203,Andersen Medical Centre,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/04/2021,Jan-21,14203,NULL,NULL,NULL
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,14212,14212,05/04/2021,May-21
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,14212,14212,01/05/2021,Jan-21
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,14212,14212,06/02/2021,Jun-21
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,14212,14212,03/03/2021,Mar-21
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,14212,14212,02/03/2021,Feb-21
14212,Archers Post Health Centre,Samburu East,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,14212,14212,04/01/2021,Apr-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/03/2020,Aug-20,14224,NULL,NULL,NULL
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/01/2020,Oct-20,14224,14224,10/01/2020,Oct-20
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,14224,14224,01/05/2021,Jan-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,14224,NULL,NULL,NULL
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,14224,14224,02/04/2021,Feb-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/04/2020,Sep-20,14224,14224,09/04/2020,Sep-20
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/04/2020,Jun-20,14224,NULL,NULL,NULL
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/06/2021,Apr-21,14224,14224,04/06/2021,Apr-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/02/2020,Dec-20,14224,14224,12/02/2020,Dec-20
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,14224,14224,03/03/2021,Mar-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,05/03/2021,May-21,14224,NULL,NULL,NULL
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,14224,14224,06/03/2021,Jun-21
14224,Bahati District Hospital,Nakuru North,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/03/2020,Nov-20,14224,14224,11/03/2020,Nov-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,14228,14228,02/02/2021,Feb-21
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,14228,14228,04/01/2021,Apr-21
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/02/2020,Oct-20,14228,14228,10/02/2020,Oct-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,14228,NULL,NULL,NULL
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,01/04/2021,Jan-21,14228,NULL,NULL,NULL
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/02/2020,Sep-20,14228,14228,09/02/2020,Sep-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,14228,14228,05/04/2021,May-21
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,14228,14228,03/03/2021,Mar-21
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/04/2020,Nov-20,14228,14228,11/04/2020,Nov-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,14228,14228,06/02/2021,Jun-21
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/04/2020,Dec-20,14228,14228,12/04/2020,Dec-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,08/04/2020,Aug-20,14228,14228,08/04/2020,Aug-20
14228,Baragoi Sub-County Hospital,Samburu North,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,14228,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,14259,14259,03/02/2021,Mar-21
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,14259,14259,02/02/2021,Feb-21
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/02/2020,Jul-20,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,01/05/2021,Jan-21,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/02/2020,Nov-20,14259,14259,11/02/2020,Nov-20
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/04/2020,Jun-20,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,04/01/2021,Apr-21,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/02/2020,Oct-20,14259,14259,10/02/2020,Oct-20
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,14259,14259,06/02/2021,Jun-21
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,14259,NULL,NULL,NULL
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,14259,14259,05/04/2021,May-21
14259,Bissil Health Centre,Kajiado Central,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/04/2020,Dec-20,14259,14259,12/04/2020,Dec-20
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/03/2020,Dec-20,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/03/2020,Nov-20,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/02/2021,Feb-21,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/06/2021,Apr-21,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/02/2021,Mar-21,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/02/2021,Jun-21,14261,NULL,NULL,NULL
14261,Bomet Health Centre,Bomet Central,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/16/2020,Jun-20,14261,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/06/2020,Nov-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/08/2020,Dec-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/09/2021,Jun-21,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/17/2020,Aug-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/13/2021,May-21,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/05/2020,Sep-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/13/2021,Apr-21,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/14/2020,Jul-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/11/2021,Jan-21,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/05/2020,Jun-20,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/10/2021,Feb-21,14280,NULL,NULL,NULL
14280,Cedar Associate Clinic,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/09/2021,Mar-21,14280,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/03/2021,Jun-21,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/03/2020,Dec-20,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/03/2020,Nov-20,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/08/2021,Mar-21,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/04/2021,Feb-21,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/18/2020,Jun-20,14289,NULL,NULL,NULL
14289,Chebangang Health Centre,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/08/2021,Apr-21,14289,NULL,NULL,NULL
14294,Chebiemit District Hospital,Marakwet West,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/09/2021,Jan-21,14294,NULL,NULL,NULL
14294,Chebiemit District Hospital,Marakwet West,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/04/2021,Feb-21,14294,NULL,NULL,NULL
14294,Chebiemit District Hospital,Marakwet West,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/17/2021,Mar-21,14294,NULL,NULL,NULL
14294,Chebiemit District Hospital,Marakwet West,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/28/2021,Apr-21,14294,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/01/2020,Sep-20,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/04/2021,Mar-21,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/04/2020,Nov-20,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/01/2020,Dec-20,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/09/2021,Feb-21,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,07/29/2020,Jul-20,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/02/2021,Jun-21,14304,NULL,NULL,NULL
14304,Chebunyo Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14304,NULL,NULL,NULL
14315,Chemase Health Centre,Tinderet,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/09/2021,Jun-21,14315,NULL,NULL,NULL
14323,Chemosot Health Centre,Bureti,KERICHO,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/13/2021,Feb-21,14323,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/21/2020,Oct-20,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/23/2021,Feb-21,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/13/2020,Sep-20,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/21/2021,May-21,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/09/2021,Jan-21,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/08/2021,Apr-21,14330,NULL,NULL,NULL
14330,Chepareria Sub District Hospital,Pokot South,WEST POKOT,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/03/2021,Mar-21,14330,NULL,NULL,NULL
14332,Chepchoina Dispensary,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/12/2021,Apr-21,14332,NULL,NULL,NULL
14332,Chepchoina Dispensary,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/21/2021,Jan-21,14332,NULL,NULL,NULL
14332,Chepchoina Dispensary,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/07/2021,May-21,14332,NULL,NULL,NULL
14332,Chepchoina Dispensary,Endebess,TRANS NZOIA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/24/2021,Mar-21,14332,NULL,NULL,NULL
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/13/2021,Jan-21,14346,NULL,NULL,NULL
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/17/2021,Mar-21,14346,NULL,NULL,NULL
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/30/2021,Apr-21,14346,NULL,NULL,NULL
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/04/2021,Feb-21,14346,NULL,NULL,NULL
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/17/2020,Sep-20,14346,14346,09/17/2020,Sep-20
14346,Chepkorio Health Centre,Keiyo South,ELGEYO MARAKWET,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/23/2020,Oct-20,14346,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,08/03/2020,Aug-20,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/05/2021,Apr-21,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/01/2021,Jun-21,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/01/2020,Dec-20,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/02/2020,Oct-20,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/03/2020,Sep-20,14348,NULL,NULL,NULL
14348,Chepkumia Dispensary,Emgwen,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/03/2021,Feb-21,14348,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/25/2020,Jul-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/05/2020,Jun-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/05/2020,Oct-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/08/2020,Dec-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/13/2021,Apr-21,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/12/2021,Jan-21,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/17/2021,May-21,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/05/2020,Sep-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/09/2021,Mar-21,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/17/2020,Aug-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/06/2020,Nov-20,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/10/2021,Feb-21,14358,NULL,NULL,NULL
14358,Chepsaita Dispensary,Turbo,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/09/2021,Jun-21,14358,NULL,NULL,NULL
14366,Cheptalal Sub-County Hospital,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/04/2021,Feb-21,14366,NULL,NULL,NULL
14366,Cheptalal Sub-County Hospital,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/07/2021,Apr-21,14366,NULL,NULL,NULL
14366,Cheptalal Sub-County Hospital,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/03/2021,Jun-21,14366,NULL,NULL,NULL
14366,Cheptalal Sub-County Hospital,Konoin,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/08/2021,Mar-21,14366,NULL,NULL,NULL
14369,Chepterwai Sub-District Hospital,Mosop,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/03/2020,Dec-20,14369,NULL,NULL,NULL
14369,Chepterwai Sub-District Hospital,Mosop,NANDI,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/01/2021,Jun-21,14369,NULL,NULL,NULL
